,Brand,Type,Material,color,From New Season,Manufacturing country,Description,Price
3418,Comme Des Garçons Wallet,Clutch Bags,,,,,,$156
3419,Furla,Shoulder Bags,leather,black,,,Furla's 1927 crossbody bag is a design inspired by the label's iconic roots. It's presented here in a soft black colourway with a signature logo plaque across the front.,$223
3420,Love Moschino,Shoulder Bags,,,,,,$120
3421,Furla,Tote Bags,embossed logo to the front,grass,,,"Crafted from recycled plastic, Furla's Candy bag captures the brand's fun aesthetic. Boasting a vibrant grass-green colourway, the boxy style is punctuated by an embossed logo to the front.",$199
3422,A.P.C.,Shoulder Bags,calf leather,grey,New Season,,"Following the brand's minimal approach, the Grace shoulder bag from A.P.C. is crafted from smooth leather in a grey hue. Its design features a spacious interior made with calfskin suede and is enhanced with a gold-tone 'A.P.C. Rue Madame Paris' logo embossed on the front.",$851
3423,JW Anderson,Messenger & Crossbody Bags,calf suede/lambskin,neon pink,,,"The combination of function and beauty is achieved in the creation of JW Anderson’s nano Cap crossbody bag. A joyful interpretation of the baseball cap, this nano bag is crafted from neon pink leather with contrast stitching.",$218
3424,Coach,Tote Bags,calfskin,black,,,"An iconic style of Coach, the Theo tote bag is characterised by its spacious body and minimalist design. Crafted from smooth calfskin, this black iteration is simply finished with a signature C emblem to the front.",$552
3425,Alexander Wang,Clutch Bags,crystal embellishment,silver-tone,,,"Showing off the brand's cool and modern style, this silver-tone clutch from ALEXANDER WANG's AW22 collection comes in a heart shape, decorated with rhinestone embellishments throughout. The piece has a spacious interior and features fringe details.","$1,640"
3426,Bally,Tote Bags,leather,marine blue,,,,$365
3427,Versace Jeans Couture,Clutch Bags,quilted,jet black,New Season,,,$186
3428,Karl Lagerfeld,Tote Bags,faux-shearling trim,black,New Season,,,$312
3429,Moschino Kids,Shoulder Bags,cotton,light blue/multicolour,,,,$358
3430,Emporio Armani,Shoulder Bags,pebbled texture,rose pink,,,,$147
3431,Zadig&Voltaire,Messenger & Crossbody Bags,calf leather,silver-tone,,,,$330
3432,Plein Sport,Tote Bags,padded design,jet black,,,,$183
3433,Marc Jacobs,Tote Bags,faux-fur detail,mint green,,,,$430
3434,Moschino,Backpacks,gold-tone logo plaque,black,,Made in Italy,"'Hey! Great backpack! Who's it by?' is exactly what you won't be hearing with this piece from Moschino. Not because people won't like it, but because it's already told them. More than just a pretty backpack. ",$463
3435,Marc Jacobs,Messenger & Crossbody Bags,,,,,,$408
3436,Furla,Mini Bags,leather,baby blue/multicolour,,,,$192
3437,Love Moschino,Tote Bags,logo plaque,light blue,,,,$99
3438,DKNY,Tote Bags,,,,,,$264
3439,Tommy Hilfiger,Messenger & Crossbody Bags,faux leather,blush beige,,,,$108
3440,Kenzo,Backpacks,all-over floral print,black/multicolour,,,,$686
3441,PINKO,Messenger & Crossbody Bags,sheepskin,rose pink,,,,$265
3442,Love Moschino,Luggage,appliqué logo,black/white,,,,$270
3443,Calvin Klein,Tote Bags,faux leather,black,,,,$164
3444,Love Moschino,Tote Bags,,,,,,$223
3445,Marc Jacobs,Tote Bags,calf leather,black/white,New Season,,"Marc Jacobs' The Mini Tote Bag is reimagined with shimmering sequin embellishment here. Appearing as an all-over design, this adds a lively finish to the compact piece.",$408
3446,Versace Jeans Couture,Shoulder Bags,all-over logo print,black/white,,,"Boasting a bold logo print throughout, this small shoulder bag from Versace Jeans Couture evokes the brand's bold and sophisticated take on accessories thanks to its chain-link strap and refined gold-tone hardware.",$138
3447,Elisabetta Franchi,Tote Bags,monogram jacquard,black/brown,New Season,Made in Italy,,$504
3448,Saint Laurent,Tote Bags,sheepskin,cream,,Made in Italy,"The large-sized College tote bag features a classic Chevron quilting and authentic lambskin composition. True to Saint Laurent's ADN, this piece offers faultless design and is punctuated with a YSL plaque on the front, matching the gold-tone chain-link top handle and detachable shoulder strap.","$2,890"
3449,Love Moschino,Messenger & Crossbody Bags,calf leather,black,,,,$138
3450,Chloé,Messenger & Crossbody Bags,calf leather,brown,,,,"$1,187"
3451,Marc Jacobs,Messenger & Crossbody Bags,leather,caramel brown,New Season,,"Inspired by previous runway collections, this supple leather satchel by Marc Jacobs boasts archival detailing and is complete with custom gold-tone hardware. The webbing crossbody strap can be swapped with the adjustable chain-link shoulder strap for a versatile look.",$659
3452,Tommy Hilfiger,Messenger & Crossbody Bags,calf leather,black,,,,$192
3453,Love Moschino,Tote Bags,,,,,,$111
3454,Love Moschino,Tote Bags,,,,,,$111
3455,V°73,Tote Bags,faux leather,black,,,,$126
3456,Love Moschino,Messenger & Crossbody Bags,quilted finish,black,,,,$120
3457,Vivienne Westwood,Shoulder Bags,calf leather,black,New Season,Made in Italy,,$767
3458,Saint Laurent,Clutch Bags,leather,black,,Made in Italy,,$995
3459,Themoirè,Shoulder Bags,wool,blue,Conscious,Made in Italy,,$180
3460,Philipp Plein,Clutch Bags,calf leather,black,,,,$392
3461,Tommy Hilfiger,Tote Bags,calf leather,jet black,,,,$242
3462,AMBUSH,Backpacks,leather,black,,Made in Italy,"Speaking to AMBUSH's minimal aesthetic, this sling bag is defined by its black tonal design. It is simply detailed with silver-tone logo lettering to the front.",$833
3463,Themoirè,Clutch Bags,recycled polyurethane,teal green,Conscious,Made in Italy,,$273
3464,Lanvin,Messenger & Crossbody Bags,leather/silk-blend,off-white,,Made in Italy,,"$1,072"
3465,Stella McCartney,Shoulder Bags,faux leather,red,Conscious,Made in Italy,"Stella McCartney reimagines the signature chain-trimmed Falabella style with every new collection. Here, it is realised as a mini shoulder bag in red faux leather, featuring the diamond-cut whipstitched chain in a polished silver-tone finish.",$546
3466,CamperLab,Tote Bags,recycled polyester,black/multicolour,,,,$159
3467,Michael Michael Kors,Shoulder Bags,all-over logo print,black/brown,,,"Meet Sinclair. With an all-over logo print, this shoulder bag from Michael Michael Kors will carry all your essentials in its spacious interior and give an elegant flair to your looks. Your new favourite companion.",$255
3468,Balenciaga,Tote Bags,,,Conscious,Made in Italy,,"$1,020"
3469,Zadig&Voltaire,Mini Bags,calf leather,silver-tone,,,,$210
3470,Love Moschino,Tote Bags,,,,,,$117
3471,Stella McCartney,Shoulder Bags,gold-tone hardware,pure white,Conscious,Made in Italy,"Championing sustainable style, Stella McCartney offers faux-leather alternatives. This shoulder bag is made in pure white colourway and detailed with a perforated circular logo on the front.","$1,553"
3472,Supreme,Belt Bags,logo print to the front,royal blue,New Season,Made in United States,Get practical. Keep all your essentials close at hand with the help of this Supreme logo-print waist bag. Your life (and style) will thank you.,$114
3473,Moschino,Clutch Bags,,,,Made in Italy,,"$2,338"
3474,Furla,Mini Bags,leather,jet black,New Season,,,$342
3475,LIU JO,Shoulder Bags,gold-tone logo plaque,mustard yellow,,,,$108
3476,Polo Ralph Lauren,Messenger & Crossbody Bags,leather,maple/tobacco,,,,$489
3477,Love Moschino,Clutch Bags,,,,,,$133
3478,Furla,Messenger & Crossbody Bags,leather,black,New Season,,,$222
3479,Stella McCartney,Tote Bags,two chain-link top handles,ecru beige,Conscious,Made in Italy,"One of Stella McCartney’s most iconic styles is given a quilted treatment - this Falabella tote bag. Displaying the same sense of edgy elegance that characterises the original silhouette, this ecru beige iteration stands out thanks to its signature gold-tone chain-link trim.","$1,025"
3480,PINKO,Messenger & Crossbody Bags,calf leather,white,New Season,,"PINKO's signature bag silhouette, the Love, is defined by the large Love Birds buckle on the front. The brand's iconic motif stands as a symbol of 'love and freedom, strength and light' that define the label's aesthetic.",$270
3481,Karl Lagerfeld,Backpacks,recycled nylon,black,Conscious,,"Designed with KARL Ikonik artwork, this small recycled nylon backpack is an iconic tribute to the late designer. The accessory features a zip-fastening main compartment and a zipped front compartment for maximum storage.",$236
3482,Alexander Wang,Tote Bags,calf leather,black,,,,$778
3483,PINKO,Messenger & Crossbody Bags,sheepskin,jet black,New Season,,,$264
3484,Kara,Shoulder Bags,calf leather,black,,Made in Italy,,$331
3485,A.P.C.,Shoulder Bags,calf leather,terracotta orange,New Season,,"Known for its minimalist designs, A.P.C. presents this shoulder bag from the brand's AW22 collection. Crafted from calf leather and finished with the brand's logo in gold-tone lettering, this piece perfectly represents the brand's elegant aesthetic.",$767
3486,Coach,Messenger & Crossbody Bags,calf leather,light beige,,,,$613
3487,Michael Kors,Shoulder Bags,calf leather,light pink,New Season,,,$354
3488,Reco,Mini Bags,leather,aqua blue,Conscious,,,$135
3489,Bimba y Lola,Tote Bags,eyelet embellishment,black,,,,$168
3490,Bimba y Lola,Tote Bags,eyelet embellishment,black,,,,$168
3491,A.P.C.,Shoulder Bags,calf leather,beige,New Season,,"Known for its minimalist designs, A.P.C. presents this shoulder bag from the brand's AW22 collection. Crafted from calf leather and finished with the brand's logo in gold-tone lettering, this piece perfectly represents the brand's elegant aesthetic.",$767
3492,Mulberry,Tote Bags,,,,,,"$1,350"
3493,Jacquemus,Mini Bags,leather,black,,,Jacquemus' mini Le Chiquito mini bag became a cult hit as soon as it debuted in early 2019 - a scaled-down version of the brand's best-selling style. This black leather version is accented with the brand's gleaming monogram and matching lobster-claw fastening.,$712
3494,Ferragamo,Tote Bags,,,,Made in Italy,,"$1,081"
3495,Yuzefi,Shoulder Bags,calf leather,black,,,,$307
3496,Gucci,Shoulder Bags,leather,brown,,Made in Italy,"Gucci combines subtle branding with a minimalist aesthetic. As showcased by this bag, boasting a classic moon-silhouette and crafted from pure leather, it's defined by the logo print to the front confirming house recognition.","$3,340"
3497,Marni,Shoulder Bags,,,,Made in Italy,,$504
3498,Marc Jacobs,Messenger & Crossbody Bags,logo plaque,black,,,"For an unmistakable Marc Jacobs finish, this Snapshot bag features the brand’s recognisable gold-tone double J hardware. This iteration arrives in a sleek black colourway.",$470
3499,Balenciaga,Bucket Bags,,,Conscious,Made in Italy,,"$2,100"
3500,IRO,Messenger & Crossbody Bags,calf leather,black,,Made in Italy,,$544
3501,Manu Atelier,Tote Bags,calf leather,beige,,,,$420
3502,Marni,Tote Bags,,,,Made in Italy,,"$1,114"
3503,Saint Laurent,Tote Bags,leather,dark green,,Made in Italy,,"$2,850"
3504,Furla,Shoulder Bags,leather,royal blue/black,,,,$189
3505,STAUD,Tote Bags,lamb fur,plum purple,,,,$405
3506,Michael Michael Kors,Tote Bags,leather,black,,,,$332
3507,Coach,Messenger & Crossbody Bags,,,,,,$525
3508,Tommy Hilfiger,Shoulder Bags,faux leather,black,,,,$185
3509,Saint Laurent,Messenger & Crossbody Bags,lambskin,sage green,,Made in Italy,"Named after Yves Saint-Laurent’s friend Loulou de la Falaise, the Loulou bag is instantly recognisable thanks to its quilted design. Echoing the timeless inspiration of the Parisian style that lies at the heart of the Maison, this leather piece proudly boasts the iconic YSL logo plaque decorating its front flap.","$2,179"
3510,Wandler,Tote Bags,calf leather,pink,New Season,Made in Italy,,$833
3511,Kate Spade,Tote Bags,gold-tone logo plaque,black,New Season,,"This Kate Spade takes inspiration from noughties' styles. Its curved shape is topped with a zip closure while a small logo details the front, offering subtle brand recognition.",$224
3512,Jimmy Choo,Tote Bags,,,,Made in Italy,,"$1,677"
3513,Chloé,Shoulder Bags,calf leather,beige,,Made in Italy,"Chloé updates its Mate shoulder bag in a large size and beige calf leather. Designed with a drawstring top, the 'C' plaques on either side lend a touch of polish.","$2,311"
3514,Supreme,Shoulder Bags,camouflage pattern,woodland camo,New Season,Made in United States,"Supreme's branding-focused aesthetic is reflected in the design of this side bag. In a woodland-camo hue, an all-over logo print adds a contemporary finish to the piece.",$135
3515,Proenza Schouler,Messenger & Crossbody Bags,calf leather,chestnut brown,,Made in Italy,,$663
3516,Saint Laurent,Bucket Bags,canvas,blue,,Made in Italy,"Good things come to those who wait, and you've be patient for long enough. Now it's time for you to slip this expertly crafted bag from Saint Laurent over your shoulder. Decorated with a dimaond YSL pattern and brown suede panels, it's worth it.","$2,650"
3517,Off-White,Shoulder Bags,signature paperclip detail,lilac purple,,Made in Italy,"Off-White's stationary influences were presented in SS19 when the brand's Binder Clip bags had their debut. For AW22, the house revisits the theme with a silver-tone paperclip in the form of a top handle seen in the design of this sequin shoulder bag. ",$956
3518,Off-White,Shoulder Bags,signature paperclip detail,lilac purple,,Made in Italy,"Off-White's stationary influences were presented in SS19 when the brand's Binder Clip bags had their debut. For AW22, the house revisits the theme with a silver-tone paperclip in the form of a top handle seen in the design of this sequin shoulder bag. ",$956
